Game,Year,Number,Times Drawn
Pick 10,1993,6,100
Pick 10,1993,7,98
Pick 10,1993,8,91
Pick 10,1993,9,98
Pick 10,1993,10,86
Pick 10,1993,11,100
Pick 10,1993,12,89
Pick 10,1993,13,87
Pick 10,1993,14,88
Pick 10,1993,15,99
Pick 10,1993,16,88
Pick 10,1993,17,88
Pick 10,1993,18,96
Pick 10,1993,19,100
Pick 10,1993,20,84
Pick 10,1993,21,94
Pick 10,1993,22,97
Pick 10,1993,23,95
Pick 10,1993,24,95
Pick 10,1993,25,99
Pick 10,1993,26,75
Pick 10,1993,27,93
Pick 10,1993,28,103
Pick 10,1993,29,95
Pick 10,1993,30,89
Pick 10,1993,31,96
Pick 10,1993,32,101
Pick 10,1993,33,84
Pick 10,1993,34,97
Pick 10,1993,35,84
Pick 10,1993,36,86
Pick 10,1993,37,86
Pick 10,1993,38,94
Pick 10,1993,39,99
Pick 10,1993,40,99
Pick 10,1993,41,94
Pick 10,1993,42,103
Pick 10,1993,43,79
Pick 10,1993,44,82
Pick 10,1993,45,90
Pick 10,1993,46,92
Pick 10,1993,47,90
Pick 10,1993,48,86
Pick 10,1993,49,83
Pick 10,1993,50,90
Pick 10,1993,51,99
Pick 10,1993,52,102
Pick 10,1993,53,94
Pick 10,1993,54,93
Pick 10,1993,55,92
Pick 10,1993,56,90
Pick 10,1993,57,83
Pick 10,1993,58,82
Pick 10,1993,59,94
Pick 10,1993,60,90
Pick 10,1993,61,71
Pick 10,1993,62,95
Pick 10,1993,63,90
Pick 10,1993,64,100
Pick 10,1993,65,92
Pick 10,1993,66,90
Pick 10,1993,67,93
Pick 10,1993,68,89
Pick 10,1993,69,90
Pick 10,1993,70,92
Pick 10,1993,71,84
Pick 10,1993,72,85
Pick 10,1993,73,90
Pick 10,1993,74,92
Pick 10,1993,75,86
Pick 10,1993,76,96
Pick 10,1993,77,99
Pick 10,1993,78,97
Pick 10,1993,79,74
Pick 10,1993,80,77
Pick 10,1994,1,73
Pick 10,1994,2,83
Pick 10,1994,3,88
Pick 10,1994,4,91
Pick 10,1994,5,93
Pick 10,1994,6,93
Pick 10,1994,7,80
Pick 10,1994,8,94
Pick 10,1994,9,88
Pick 10,1994,10,82
Pick 10,1994,11,102
Pick 10,1994,12,102
Pick 10,1994,13,84
Pick 10,1994,14,93
Pick 10,1994,15,89
Pick 10,1994,16,83
Pick 10,1994,17,105
Pick 10,1994,18,86
Pick 10,1994,19,87
Pick 10,1994,20,90
Pick 10,1994,21,76
Pick 10,1994,22,78
Pick 10,1994,23,97
Pick 10,1994,24,76
Pick 10,1994,25,77
Pick 10,1994,26,106
Pick 10,1994,27,93
Pick 10,1994,28,100
Pick 10,1994,29,93
Pick 10,1994,30,101
Pick 10,1994,31,95
Pick 10,1994,32,81
Pick 10,1994,33,91
Pick 10,1994,34,95
Pick 10,1994,35,100
Pick 10,1994,36,85
Pick 10,1994,37,89
Pick 10,1994,38,87
Pick 10,1994,39,89
Pick 10,1994,40,89
Pick 10,1994,41,92
Pick 10,1994,42,97
Pick 10,1994,43,93
Pick 10,1994,44,73
Pick 10,1994,45,93
Pick 10,1994,46,84
Pick 10,1994,47,97
Pick 10,1994,48,92
Pick 10,1994,49,95
Pick 10,1994,50,83
Pick 10,1994,51,87
Pick 10,1994,52,102
Pick 10,1994,53,106
Pick 10,1994,54,85
Pick 10,1994,55,89
Pick 10,1994,56,85
Pick 10,1994,57,92
Pick 10,1994,58,100
Pick 10,1994,59,90
Pick 10,1994,60,96
Pick 10,1994,61,84
Pick 10,1994,62,104
Pick 10,1994,63,92
Pick 10,1994,64,100
Pick 10,1994,65,83
Pick 10,1994,66,104
Pick 10,1994,67,83
Pick 10,1994,68,92
Pick 10,1994,69,101
Pick 10,1994,70,83
Pick 10,1994,71,100
Pick 10,1994,72,89
Pick 10,1994,73,83
Pick 10,1994,74,97
Pick 10,1994,75,93
Pick 10,1994,76,90
Pick 10,1994,77,90
Pick 10,1994,78,96
Pick 10,1994,79,101
Pick 10,1994,80,100
Pick 10,1995,1,101
Pick 10,1995,2,86
Pick 10,1995,3,102
Pick 10,1995,4,92
Pick 10,1995,5,86
Pick 10,1995,6,87
Pick 10,1995,7,94
Pick 10,1995,8,76
Pick 10,1995,9,95
Pick 10,1995,10,84
Pick 10,1995,11,87
Pick 10,1995,12,79
Pick 10,1995,13,97
Pick 10,1995,14,96
Pick 10,1995,15,93
Pick 10,1995,16,108
Pick 10,1995,17,87
Pick 10,1995,18,91
Pick 10,1995,19,92
Pick 10,1995,20,92
Pick 10,1995,21,104
Pick 10,1995,22,77
Pick 10,1995,23,88
Pick 10,1995,24,85
Pick 10,1995,25,86
Pick 10,1995,26,96
Pick 10,1995,27,99
Pick 10,1995,28,95
Pick 10,1995,29,85
Pick 10,1995,30,87
Pick 10,1995,31,87
Pick 10,1995,32,90
Pick 10,1995,33,89
Pick 10,1995,34,98
Pick 10,1995,35,95
Pick 10,1995,36,101
Pick 10,1995,37,100
Pick 10,1995,38,91
Pick 10,1995,39,95
Pick 10,1995,40,83
Pick 10,1995,41,92
Pick 10,1995,42,93
Pick 10,1995,43,88
Pick 10,1995,44,79
Pick 10,1995,45,108
Pick 10,1995,46,87
Pick 10,1995,47,94
Pick 10,1995,48,91
Pick 10,1995,49,98
Pick 10,1995,50,92
Pick 10,1995,51,110
Pick 10,1995,52,88
Pick 10,1995,53,90
Pick 10,1995,54,82
Pick 10,1995,55,86
Pick 10,1995,56,93
Pick 10,1995,57,89
Pick 10,1995,58,101
Pick 10,1995,59,89
Pick 10,1995,60,92
Pick 10,1995,61,106
Pick 10,1995,62,97
Pick 10,1995,63,82
Pick 10,1995,64,79
Pick 10,1995,65,85
Pick 10,1995,66,94
Pick 10,1995,67,84
Pick 10,1995,68,90
Pick 10,1995,69,84
Pick 10,1995,70,88
Pick 10,1995,71,83
Pick 10,1995,72,100
Pick 10,1995,73,93
Pick 10,1995,74,92
Pick 10,1995,75,76
Pick 10,1995,76,98
Pick 10,1995,77,86
Pick 10,1995,78,86
Pick 10,1995,79,82
Pick 10,1995,80,97
Pick 10,1996,1,86
Pick 10,1996,2,98
Pick 10,1996,3,84
Pick 10,1996,4,86
Pick 10,1996,5,87
Pick 10,1996,6,100
Pick 10,1996,7,101
Pick 10,1996,8,81
Pick 10,1996,9,87
Pick 10,1996,10,103
Pick 10,1996,11,102
Pick 10,1996,12,80
Pick 10,1996,13,82
Pick 10,1996,14,92
Pick 10,1996,15,98
Pick 10,1996,16,95
Pick 10,1996,17,102
Pick 10,1996,18,90
Pick 10,1996,19,87
Pick 10,1996,20,94
Pick 10,1996,21,87
Pick 10,1996,22,94
Pick 10,1996,23,85
Pick 10,1996,24,101
Pick 10,1996,25,75
Pick 10,1996,26,76
Pick 10,1996,27,86
Pick 10,1996,28,103
Pick 10,1996,29,92
Pick 10,1996,30,86
Pick 10,1996,31,87
Pick 10,1996,32,97
Pick 10,1996,33,106
Pick 10,1996,34,79
Pick 10,1996,35,109
Pick 10,1996,36,87
Pick 10,1996,37,95
Pick 10,1996,38,95
Pick 10,1996,39,102
Pick 10,1996,40,76
Pick 10,1996,41,87
Pick 10,1996,42,90
Pick 10,1996,43,92
Pick 10,1996,44,83
Pick 10,1996,45,95
Pick 10,1996,46,88
Pick 10,1996,47,87
Pick 10,1996,48,96
Pick 10,1996,49,74
Pick 10,1996,50,93
Pick 10,1996,51,91
Pick 10,1996,52,101
Pick 10,1996,53,88
Pick 10,1996,54,98
Pick 10,1996,55,112
Pick 10,1996,56,69
Pick 10,1996,57,107
Pick 10,1996,58,91
Pick 10,1996,59,80
Pick 10,1996,60,99
Pick 10,1996,61,105
Pick 10,1996,62,93
Pick 10,1996,63,101
Pick 10,1996,64,96
Pick 10,1996,65,88
Pick 10,1996,66,93
Pick 10,1996,67,87
Pick 10,1996,68,71
Pick 10,1996,69,94
Pick 10,1996,70,108
Pick 10,1996,71,93
Pick 10,1996,72,94
Pick 10,1996,73,75
Pick 10,1996,74,83
Pick 10,1996,75,91
Pick 10,1996,76,101
Pick 10,1996,77,89
Pick 10,1996,78,87
Pick 10,1996,79,89
Pick 10,1996,80,88
Pick 10,1997,1,98
Pick 10,1997,2,93
Pick 10,1997,3,97
Pick 10,1997,4,89
Pick 10,1997,5,84
Pick 10,1997,6,79
Pick 10,1997,7,80
Pick 10,1997,8,93
Pick 10,1997,9,92
Pick 10,1997,10,98
Pick 10,1997,11,71
Pick 10,1997,12,96
Pick 10,1997,13,82
Pick 10,1997,14,83
Pick 10,1997,15,95
Pick 10,1997,16,92
Pick 10,1997,17,98
Pick 10,1997,18,83
Pick 10,1997,19,110
Pick 10,1997,20,90
Pick 10,1997,21,97
Pick 10,1997,22,81
Pick 10,1997,23,87
Pick 10,1997,24,96
Pick 10,1997,25,82
Pick 10,1997,26,100
Pick 10,1997,27,96
Pick 10,1997,28,83
Pick 10,1997,29,82
Pick 10,1997,30,86
Pick 10,1997,31,100
Pick 10,1997,32,98
Pick 10,1997,33,96
Pick 10,1997,34,84
Pick 10,1997,35,99
Pick 10,1997,36,97
Pick 10,1997,37,97
Pick 10,1997,38,75
Pick 10,1997,39,107
Pick 10,1997,40,97
Pick 10,1997,41,86
Pick 10,1997,42,74
Pick 10,1997,43,87
Pick 10,1997,44,91
Pick 10,1997,45,86
Pick 10,1997,46,88
Pick 10,1997,47,97
Pick 10,1997,48,84
Pick 10,1997,49,101
Pick 10,1997,50,97
Pick 10,1997,51,94
Pick 10,1997,52,90
Pick 10,1997,53,101
Pick 10,1997,54,87
Pick 10,1997,55,85
Pick 10,1997,56,87
Pick 10,1997,57,92
Pick 10,1997,58,93
Pick 10,1997,59,87
Pick 10,1997,60,93
Pick 10,1997,61,100
Pick 10,1997,62,101
Pick 10,1997,63,81
Pick 10,1997,64,86
Pick 10,1997,65,90
Pick 10,1997,66,95
Pick 10,1997,67,94
Pick 10,1997,68,83
Pick 10,1997,69,99
Pick 10,1997,70,84
Pick 10,1997,71,92
Pick 10,1997,72,101
Pick 10,1997,73,94
Pick 10,1997,74,83
Pick 10,1997,75,77
Pick 10,1997,76,106
Pick 10,1997,77,89
Pick 10,1997,78,98
Pick 10,1997,79,93
Pick 10,1997,80,91
Pick 10,1998,1,90
Pick 10,1998,2,81
Pick 10,1998,3,99
Pick 10,1998,4,93
Pick 10,1998,5,93
Pick 10,1998,6,86
Pick 10,1998,7,86
Pick 10,1998,8,101
Pick 10,1998,9,90
Pick 10,1998,10,107
Pick 10,1998,11,84
Pick 10,1998,12,91
Pick 10,1998,13,92
Pick 10,1998,14,97
Pick 10,1998,15,86
Pick 10,1998,16,92
Pick 10,1998,17,90
Pick 10,1998,18,94
Pick 10,1998,19,91
Pick 10,1998,20,76
Pick 10,1998,21,86
Pick 10,1998,22,93
Pick 10,1998,23,94
Pick 10,1998,24,90
Pick 10,1998,25,82
Pick 10,1998,26,91
Pick 10,1998,27,107
Pick 10,1998,28,107
Pick 10,1998,29,85
Pick 10,1998,30,96
Pick 10,1998,31,82
Pick 10,1998,32,91
Pick 10,1998,33,88
Pick 10,1998,34,101
Pick 10,1998,35,105
Pick 10,1998,36,90
Pick 10,1998,37,88
Pick 10,1998,38,84
Pick 10,1998,39,107
Pick 10,1998,40,78
Pick 10,1998,41,100
Pick 10,1998,42,82
Pick 10,1998,43,106
Pick 10,1998,44,97
Pick 10,1998,45,88
Pick 10,1998,46,95
Pick 10,1998,47,103
Pick 10,1998,48,88
Pick 10,1998,49,85
Pick 10,1998,50,94
Pick 10,1998,51,97
Pick 10,1998,52,97
Pick 10,1998,53,72
Pick 10,1998,54,84
Pick 10,1998,55,81
Pick 10,1998,56,101
Pick 10,1998,57,94
Pick 10,1998,58,104
Pick 10,1998,59,75
Pick 10,1998,60,82
Pick 10,1998,61,90
Pick 10,1998,62,83
Pick 10,1998,63,88
Pick 10,1998,64,84
Pick 10,1998,65,90
Pick 10,1998,66,87
Pick 10,1998,67,96
Pick 10,1998,68,92
Pick 10,1998,69,85
Pick 10,1998,70,103
Pick 10,1998,71,83
Pick 10,1998,72,93
Pick 10,1998,73,79
Pick 10,1998,74,94
Pick 10,1998,75,86
Pick 10,1998,76,91
Pick 10,1998,77,91
Pick 10,1998,78,93
Pick 10,1998,79,93
Pick 10,1998,80,90
Pick 10,1999,1,93
Pick 10,1999,2,101
Pick 10,1999,3,88
Pick 10,1999,4,90
Pick 10,1999,5,83
Pick 10,1999,6,80
Pick 10,1999,7,90
Pick 10,1999,8,85
Pick 10,1999,9,83
Pick 10,1999,10,102
Pick 10,1999,11,91
Pick 10,1999,12,96
Pick 10,1999,13,89
Pick 10,1999,14,101
Pick 10,1999,15,95
Pick 10,1999,16,104
Pick 10,1999,17,89
Pick 10,1999,18,103
Pick 10,1999,19,98
Pick 10,1999,20,81
Pick 10,1999,21,103
Pick 10,1999,22,89
Pick 10,1999,23,85
Pick 10,1999,24,90
Pick 10,1999,25,106
Pick 10,1999,26,83
Pick 10,1999,27,79
Pick 10,1999,28,95
Pick 10,1999,29,91
Pick 10,1999,30,94
Pick 10,1999,31,92
Pick 10,1999,32,80
Pick 10,1999,33,85
Pick 10,1999,34,91
Pick 10,1999,35,82
Pick 10,1999,36,96
Pick 10,1999,37,93
Pick 10,1999,38,76
Pick 10,1999,39,82
Pick 10,1999,40,91
Pick 10,1999,41,91
Pick 10,1999,42,82
Pick 10,1999,43,93
Pick 10,1999,44,98
Pick 10,1999,45,89
Pick 10,1999,46,87
Pick 10,1999,47,91
Pick 10,1999,48,97
Pick 10,1999,49,96
Pick 10,1999,50,76
Pick 10,1999,51,95
Pick 10,1999,52,91
Pick 10,1999,53,87
Pick 10,1999,54,110
Pick 10,1999,55,96
Pick 10,1999,56,89
Pick 10,1999,57,96
Pick 10,1999,58,104
Pick 10,1999,59,84
Pick 10,1999,60,80
Pick 10,1999,61,84
Pick 10,1999,62,75
Pick 10,1999,63,99
Pick 10,1999,64,102
Pick 10,1999,65,100
Pick 10,1999,66,89
Pick 10,1999,67,76
Pick 10,1999,68,92
Pick 10,1999,69,90
Pick 10,1999,70,99
Pick 10,1999,71,93
Pick 10,1999,72,90
Pick 10,1999,73,84
Pick 10,1999,74,81
Pick 10,1999,75,98
Pick 10,1999,76,88
Pick 10,1999,77,93
Pick 10,1999,78,89
Pick 10,1999,79,101
Pick 10,1999,80,100
Pick 10,2000,1,89
Pick 10,2000,2,109
Pick 10,2000,3,93
Pick 10,2000,4,83
Pick 10,2000,5,107
Pick 10,2000,6,108
Pick 10,2000,7,84
Pick 10,2000,8,100
Pick 10,2000,9,96
Pick 10,2000,10,99
Pick 10,2000,11,92
Pick 10,2000,12,104
Pick 10,2000,13,106
Pick 10,2000,14,83
Pick 10,2000,15,94
Pick 10,2000,16,97
Pick 10,2000,17,79
Pick 10,2000,18,96
Pick 10,2000,19,90
Pick 10,2000,20,79
Pick 10,2000,21,82
Pick 10,2000,22,107
Pick 10,2000,23,81
Pick 10,2000,24,87
Pick 10,2000,25,73
Pick 10,2000,26,98
Pick 10,2000,27,73
Pick 10,2000,28,85
Pick 10,2000,29,104
Pick 10,2000,30,82
Pick 10,2000,31,96
Pick 10,2000,32,93
Pick 10,2000,33,80
Pick 10,2000,34,101
Pick 10,2000,35,76
Pick 10,2000,36,100
Pick 10,2000,37,102
Pick 10,2000,38,102
Pick 10,2000,39,90
Pick 10,2000,40,80
Pick 10,2000,41,102
Pick 10,2000,42,84
Pick 10,2000,43,99
Pick 10,2000,44,76
Pick 10,2000,45,98
Pick 10,2000,46,94
Pick 10,2000,47,77
Pick 10,2000,48,69
Pick 10,2000,49,103
Pick 10,2000,50,90
Pick 10,2000,51,87
Pick 10,2000,52,105
Pick 10,2000,53,92
Pick 10,2000,54,101
Pick 10,2000,55,84
Pick 10,2000,56,93
Pick 10,2000,57,94
Pick 10,2000,58,107
Pick 10,2000,59,97
Pick 10,2000,60,76
Pick 10,2000,61,87
Pick 10,2000,62,86
Pick 10,2000,63,91
Pick 10,2000,64,94
Pick 10,2000,65,99
Pick 10,2000,66,82
Pick 10,2000,67,90
Pick 10,2000,68,80
Pick 10,2000,69,92
Pick 10,2000,70,81
Pick 10,2000,71,75
Pick 10,2000,72,75
Pick 10,2000,73,91
Pick 10,2000,74,107
Pick 10,2000,75,94
Pick 10,2000,76,91
Pick 10,2000,77,91
Pick 10,2000,78,95
Pick 10,2000,79,90
Pick 10,2000,80,101
Pick 10,2001,1,91
Pick 10,2001,2,98
Pick 10,2001,3,101
Pick 10,2001,4,86
Pick 10,2001,5,79
Pick 10,2001,6,94
Pick 10,2001,7,88
Pick 10,2001,8,100
Pick 10,2001,9,109
Pick 10,2001,10,93
Pick 10,2001,11,77
Pick 10,2001,12,93
Pick 10,2001,13,75
Pick 10,2001,14,95
Pick 10,2001,15,89
Pick 10,2001,16,89
Pick 10,2001,17,81
Pick 10,2001,18,93
Pick 10,2001,19,76
Pick 10,2001,20,98
Pick 10,2001,21,85
Pick 10,2001,22,84
Pick 10,2001,23,85
Pick 10,2001,24,96
Pick 10,2001,25,80
Pick 10,2001,26,100
Pick 10,2001,27,84
Pick 10,2001,28,69
Pick 10,2001,29,90
Pick 10,2001,30,95
Pick 10,2001,31,80
Pick 10,2001,32,85
Pick 10,2001,33,96
Pick 10,2001,34,107
Pick 10,2001,35,90
Pick 10,2001,36,94
Pick 10,2001,37,87
Pick 10,2001,38,88
Pick 10,2001,39,101
Pick 10,2001,40,95
Pick 10,2001,41,87
Pick 10,2001,42,91
Pick 10,2001,43,85
Pick 10,2001,44,97
Pick 10,2001,45,88
Pick 10,2001,46,103
Pick 10,2001,47,87
Pick 10,2001,48,76
Pick 10,2001,49,89
Pick 10,2001,50,91
Pick 10,2001,51,90
Pick 10,2001,52,87
Pick 10,2001,53,97
Pick 10,2001,54,92
Pick 10,2001,55,73
Pick 10,2001,56,98
Pick 10,2001,57,93
Pick 10,2001,58,92
Pick 10,2001,59,104
Pick 10,2001,60,89
Pick 10,2001,61,91
Pick 10,2001,62,93
Pick 10,2001,63,93
Pick 10,2001,64,89
Pick 10,2001,65,84
Pick 10,2001,66,90
Pick 10,2001,67,97
Pick 10,2001,68,96
Pick 10,2001,69,69
Pick 10,2001,70,94
Pick 10,2001,71,107
Pick 10,2001,72,100
Pick 10,2001,73,95
Pick 10,2001,74,96
Pick 10,2001,75,95
Pick 10,2001,76,98
Pick 10,2001,77,92
Pick 10,2001,78,97
Pick 10,2001,79,103
Pick 10,2001,80,96
Pick 10,2002,1,102
Pick 10,2002,2,103
Pick 10,2002,3,91
Pick 10,2002,4,90
Pick 10,2002,5,82
Pick 10,2002,6,92
Pick 10,2002,7,93
Pick 10,2002,8,99
Pick 10,2002,9,96
Pick 10,2002,10,103
Pick 10,2002,11,84
Pick 10,2002,12,86
Pick 10,2002,13,94
Pick 10,2002,14,94
Pick 10,2002,15,100
Pick 10,2002,16,87
Pick 10,2002,17,81
Pick 10,2002,18,98
Pick 10,2002,19,84
Pick 10,2002,20,94
Pick 10,2002,21,90
Pick 10,2002,22,99
Pick 10,2002,23,90
Pick 10,2002,24,108
Pick 10,2002,25,82
Pick 10,2002,26,108
Pick 10,2002,27,72
Pick 10,2002,28,78
Pick 10,2002,29,86
Pick 10,2002,30,93
Pick 10,2002,31,90
Pick 10,2002,32,93
Pick 10,2002,33,87
Pick 10,2002,34,82
Pick 10,2002,35,97
Pick 10,2002,36,95
Pick 10,2002,37,85
Pick 10,2002,38,105
Pick 10,2002,39,90
Pick 10,2002,40,93
Pick 10,2002,41,96
Pick 10,2002,42,85
Pick 10,2002,43,77
Pick 10,2002,44,96
Pick 10,2002,45,93
Pick 10,2002,46,80
Pick 10,2002,47,96
Pick 10,2002,48,80
Pick 10,2002,49,88
Pick 10,2002,50,84
Pick 10,2002,51,94
Pick 10,2002,52,96
Pick 10,2002,53,101
Pick 10,2002,54,82
Pick 10,2002,55,93
Pick 10,2002,56,88
Pick 10,2002,57,100
Pick 10,2002,58,107
Pick 10,2002,59,85
Pick 10,2002,60,83
Pick 10,2002,61,81
Pick 10,2002,62,86
Pick 10,2002,63,78
Pick 10,2002,64,83
Pick 10,2002,65,105
Pick 10,2002,66,78
Pick 10,2002,67,79
Pick 10,2002,68,106
Pick 10,2002,69,105
Pick 10,2002,70,86
Pick 10,2002,71,97
Pick 10,2002,72,75
Pick 10,2002,73,112
Pick 10,2002,74,97
Pick 10,2002,75,87
Pick 10,2002,76,84
Pick 10,2002,77,100
Pick 10,2002,78,92
Pick 10,2002,79,89
Pick 10,2002,80,80
Pick 10,2003,1,101
Pick 10,2003,2,82
Pick 10,2003,3,93
Pick 10,2003,4,90
Pick 10,2003,5,91
Pick 10,2003,6,82
Pick 10,2003,7,88
Pick 10,2003,8,89
Pick 10,2003,9,96
Pick 10,2003,10,109
Pick 10,2003,11,84
Pick 10,2003,12,75
Pick 10,2003,13,104
Pick 10,2003,14,78
Pick 10,2003,15,109
Pick 10,2003,16,106
Pick 10,2003,17,94
Pick 10,2003,18,94
Pick 10,2003,19,84
Pick 10,2003,20,93
Pick 10,2003,21,97
Pick 10,2003,22,91
Pick 10,2003,23,90
Pick 10,2003,24,106
Pick 10,2003,25,81
Pick 10,2003,26,102
Pick 10,2003,27,104
Pick 10,2003,28,75
Pick 10,2003,29,102
Pick 10,2003,30,96
Pick 10,2003,31,94
Pick 10,2003,32,87
Pick 10,2003,33,86
Pick 10,2003,34,89
Pick 10,2003,35,83
Pick 10,2003,36,94
Pick 10,2003,37,82
Pick 10,2003,38,99
Pick 10,2003,39,94
Pick 10,2003,40,95
Pick 10,2003,41,73
Pick 10,2003,42,87
Pick 10,2003,43,99
Pick 10,2003,44,88
Pick 10,2003,45,85
Pick 10,2003,46,106
Pick 10,2003,47,96
Pick 10,2003,48,99
Pick 10,2003,49,90
Pick 10,2003,50,93
Pick 10,2003,51,79
Pick 10,2003,52,95
Pick 10,2003,53,100
Pick 10,2003,54,90
Pick 10,2003,55,87
Pick 10,2003,56,81
Pick 10,2003,57,77
Pick 10,2003,58,111
Pick 10,2003,59,90
Pick 10,2003,60,106
Pick 10,2003,61,87
Pick 10,2003,62,99
Pick 10,2003,63,98
Pick 10,2003,64,88
Pick 10,2003,65,88
Pick 10,2003,66,80
Pick 10,2003,67,90
Pick 10,2003,68,100
Pick 10,2003,69,92
Pick 10,2003,70,91
Pick 10,2003,71,96
Pick 10,2003,72,94
Pick 10,2003,73,82
Pick 10,2003,74,74
Pick 10,2003,75,84
Pick 10,2003,76,81
Pick 10,2003,77,78
Pick 10,2003,78,92
Pick 10,2003,79,76
Pick 10,2003,80,89
Pick 10,2004,1,91
Pick 10,2004,2,98
Pick 10,2004,3,100
Pick 10,2004,4,91
Pick 10,2004,5,87
Pick 10,2004,6,91
Pick 10,2004,7,91
Pick 10,2004,8,83
Pick 10,2004,9,96
Pick 10,2004,10,107
Pick 10,2004,11,95
Pick 10,2004,12,106
Pick 10,2004,13,86
Pick 10,2004,14,63
Pick 10,2004,15,98
Pick 10,2004,16,102
Pick 10,2004,17,105
Pick 10,2004,18,91
Pick 10,2004,19,76
Pick 10,2004,20,88
Pick 10,2004,21,92
Pick 10,2004,22,89
Pick 10,2004,23,89
Pick 10,2004,24,89
Pick 10,2004,25,114
Pick 10,2004,26,66
Pick 10,2004,27,104
Pick 10,2004,28,96
Pick 10,2004,29,96
Pick 10,2004,30,96
Pick 10,2004,31,102
Pick 10,2004,32,85
Pick 10,2004,33,87
Pick 10,2004,34,99
Pick 10,2004,35,82
Pick 10,2004,36,95
Pick 10,2004,37,94
Pick 10,2004,38,84
Pick 10,2004,39,90
Pick 10,2004,40,96
Pick 10,2004,41,71
Pick 10,2004,42,89
Pick 10,2004,43,89
Pick 10,2004,44,95
Pick 10,2004,45,105
Pick 10,2004,46,99
Pick 10,2004,47,82
Pick 10,2004,48,96
Pick 10,2004,49,91
Pick 10,2004,50,103
Pick 10,2004,51,79
Pick 10,2004,52,94
Pick 10,2004,53,91
Pick 10,2004,54,87
Pick 10,2004,55,89
Pick 10,2004,56,90
Pick 10,2004,57,92
Pick 10,2004,58,89
Pick 10,2004,59,84
Pick 10,2004,60,86
Pick 10,2004,61,92
Pick 10,2004,62,93
Pick 10,2004,63,94
Pick 10,2004,64,100
Pick 10,2004,65,103
Pick 10,2004,66,91
Pick 10,2004,67,95
Pick 10,2004,68,94
Pick 10,2004,69,92
Pick 10,2004,70,88
Pick 10,2004,71,88
Pick 10,2004,72,90
Pick 10,2004,73,93
Pick 10,2004,74,96
Pick 10,2004,75,75
Pick 10,2004,76,93
Pick 10,2004,77,77
Pick 10,2004,78,91
Pick 10,2004,79,94
Pick 10,2004,80,70
Pick 10,2005,1,80
Pick 10,2005,2,105
Pick 10,2005,3,69
Pick 10,2005,4,106
Pick 10,2005,5,93
Pick 10,2005,6,88
Pick 10,2005,7,81
Pick 10,2005,8,96
Pick 10,2005,9,96
Pick 10,2005,10,80
Pick 10,2005,11,86
Pick 10,2005,12,100
Pick 10,2005,13,84
Pick 10,2005,14,93
Pick 10,2005,15,80
Pick 10,2005,16,85
Pick 10,2005,17,76
Pick 10,2005,18,93
Pick 10,2005,19,90
Pick 10,2005,20,94
Pick 10,2005,21,93
Pick 10,2005,22,85
Pick 10,2005,23,92
Pick 10,2005,24,94
Pick 10,2005,25,88
Pick 10,2005,26,100
Pick 10,2005,27,91
Pick 10,2005,28,94
Pick 10,2005,29,89
Pick 10,2005,30,108
Pick 10,2005,31,80
Pick 10,2005,32,97
Pick 10,2005,33,102
Pick 10,2005,34,100
Pick 10,2005,35,96
Pick 10,2005,36,78
Pick 10,2005,37,96
Pick 10,2005,38,81
Pick 10,2005,39,105
Pick 10,2005,40,80
Pick 10,2005,41,89
Pick 10,2005,42,90
Pick 10,2005,43,98
Pick 10,2005,44,87
Pick 10,2005,45,83
Pick 10,2005,46,89
Pick 10,2005,47,80
Pick 10,2005,48,81
Pick 10,2005,49,85
Pick 10,2005,50,84
Pick 10,2005,51,108
Pick 10,2005,52,97
Pick 10,2005,53,82
Pick 10,2005,54,84
Pick 10,2005,55,80
Pick 10,2005,56,95
Pick 10,2005,57,94
Pick 10,2005,58,111
Pick 10,2005,59,90
Pick 10,2005,60,99
Pick 10,2005,61,89
Pick 10,2005,62,101
Pick 10,2005,63,97
Pick 10,2005,64,97
Pick 10,2005,65,97
Pick 10,2005,66,77
Pick 10,2005,67,75
Pick 10,2005,68,102
Pick 10,2005,69,98
Pick 10,2005,70,99
Pick 10,2005,71,71
Pick 10,2005,72,91
Pick 10,2005,73,89
Pick 10,2005,74,90
Pick 10,2005,75,94
Pick 10,2005,76,90
Pick 10,2005,77,97
Pick 10,2005,78,102
Pick 10,2005,79,93
Pick 10,2005,80,101
Pick 10,2006,1,89
Pick 10,2006,2,81
Pick 10,2006,3,96
Pick 10,2006,4,92
Pick 10,2006,5,99
Pick 10,2006,6,86
Pick 10,2006,7,88
Pick 10,2006,8,88
Pick 10,2006,9,99
Pick 10,2006,10,101
Pick 10,2006,11,97
Pick 10,2006,12,89
Pick 10,2006,13,101
Pick 10,2006,14,91
Pick 10,2006,15,82
Pick 10,2006,16,89
Pick 10,2006,17,106
Pick 10,2006,18,87
Pick 10,2006,19,85
Pick 10,2006,20,73
Pick 10,2006,21,83
Pick 10,2006,22,100
Pick 10,2006,23,99
Pick 10,2006,24,72
Pick 10,2006,25,85
Pick 10,2006,26,86
Pick 10,2006,27,91
Pick 10,2006,28,104
Pick 10,2006,29,94
Pick 10,2006,30,98
Pick 10,2006,31,102
Pick 10,2006,32,107
Pick 10,2006,33,94
Pick 10,2006,34,78
Pick 10,2006,35,102
Pick 10,2006,36,90
Pick 10,2006,37,92
Pick 10,2006,38,106
Pick 10,2006,39,87
Pick 10,2006,40,101
